RS,SC,462.5
SC,PR,537
SC,MS,1183.9
PR,MS,780.9
PR,SP,769.6
MS,SP,1010.3
MS,GO,1045.3
SP,RJ,434.9
SP,MG,692
SP,GO,1027.8
RJ,MG,557
RJ,ES,705.5
MG,ES,392
MG,GO,642
ES,BA,870
MT,GO,758.5
GO,TO,703.7
MT,RO,735
RO,AC,837
AC,AM,1396.3
RO,AM,1011
AM,RR,528
AM,PA,1293.4
RR,AP,951
PA,AP,854
AP,MA,1017
PA,MA,1153.4
PA,TO,1130
TO,MA,958.6
TO,MT,902
TO,BA,810
MA,PI,449
PI,CE,528
CE,RN,632.6
CE,PB,496
RN,PB,530
PB,PE,260.1
CE,PE,647
PE,AL,126.7
PE,BA,806
AL,BA,532
AL,SE,245.7
SE,BA,424
